Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT10 0LH,Yes,51.352141,-0.33888,515772,162761,TQ157627,"Claygate","Claygate",1980-01-01,,31,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LJ,Yes,51.354434,-0.338826,515770,163016,TQ157630,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LL,Yes,51.35413,-0.338363,515803,162983,TQ158629,"Claygate","Claygate",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LN,Yes,51.356086,-0.338694,515775,163200,TQ157631,"Claygate","Claygate",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LP,No,51.359564,-0.340436,515645,163584,TQ156635,"Claygate","Claygate",1991-01-01,2003-02-01,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0LQ,Yes,51.351768,-0.336022,515972,162724,TQ159627,"Claygate","Claygate",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LR,Yes,51.359096,-0.344877,515337,163525,TQ153635,"Claygate","Claygate",1992-08-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LT,Yes,51.355613,-0.340162,515674,163145,TQ156631,"Claygate","Claygate",2006-09-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LU,Yes,51.356178,-0.342009,515544,163205,TQ155632,"Claygate","Claygate",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LW,No,51.355913,-0.342291,515525,163175,TQ155631,"Claygate","Claygate",1985-04-01,1997-06-01,44,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030299,"Elmbridge 015D"
KT10 0LX,Yes,51.355658,-0.34276,515493,163146,TQ154631,"Claygate","Claygate",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LY,Yes,51.358735,-0.346053,515256,163483,TQ152634,"Claygate","Claygate",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0LZ,Yes,51.359756,-0.345126,515318,163598,TQ153635,"Claygate","Claygate",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NA,Yes,51.358618,-0.345354,515305,163471,TQ153634,"Claygate","Claygate",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NB,Yes,51.35725,-0.343995,515403,163321,TQ154633,"Claygate","Claygate",1980-01-01,,41,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0ND,Yes,51.356592,-0.339495,515718,163255,TQ157632,"Claygate","Claygate",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NE,Yes,51.357765,-0.336551,515920,163390,TQ159633,"Claygate","Claygate",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NF,Yes,51.35852,-0.33604,515954,163475,TQ159634,"Claygate","Claygate",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NG,Yes,51.359313,-0.335418,515995,163564,TQ159635,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NH,Yes,51.358502,-0.33538,516000,163474,TQ159634,"Claygate","Claygate",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NJ,Yes,51.355363,-0.339669,515709,163118,TQ157631,"Claygate","Claygate",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NL,Yes,51.354196,-0.341118,515611,162986,TQ156629,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NN,Yes,51.35289,-0.344152,515403,162836,TQ154628,"Claygate","Claygate",1980-01-01,,28,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NP,Yes,51.354384,-0.339776,515704,163009,TQ157630,"Claygate","Claygate",2000-12-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NQ,No,51.358737,-0.335367,516000,163500,TQ159635,"Claygate","Claygate",1980-01-01,1995-07-01,33,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030298,"Elmbridge 015C"
KT10 0NR,No,51.361616,-0.34819,515100,163800,TQ151637,"Claygate","Claygate",1988-03-01,1990-12-01,28,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030297,"Elmbridge 015B"
KT10 0NS,Yes,51.358337,-0.344559,515361,163441,TQ153634,"Claygate","Claygate",1993-08-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NU,Yes,51.361305,-0.347244,515167,163767,TQ151637,"Claygate","Claygate",1980-01-01,,29,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0NW,Yes,51.359296,-0.343692,515419,163549,TQ154635,"Claygate","Claygate",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030298,"Elmbridge 015C"
KT10 0NX,Yes,51.354249,-0.342294,515529,162990,TQ155629,"Claygate","Claygate",1990-07-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0NY,No,51.361616,-0.34819,515100,163800,TQ151637,"Claygate","Claygate",1980-01-01,1991-12-01,28,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030297,"Elmbridge 015B"
KT10 0PA,No,51.361376,-0.347816,515127,163774,TQ151637,"Claygate","Claygate",1980-01-01,2021-04-01,29,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PB,Yes,51.361076,-0.348258,515097,163740,TQ150637,"Claygate","Claygate",1980-01-01,,30,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PD,Yes,51.361064,-0.347291,515164,163740,TQ151637,"Claygate","Claygate",1980-01-01,,30,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PE,Yes,51.360637,-0.346961,515188,163693,TQ151636,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PF,Yes,51.3599,-0.347031,515185,163611,TQ151636,"Claygate","Claygate",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PG,Yes,51.360838,-0.347333,515162,163715,TQ151637,"Claygate","Claygate",2005-06-01,,31,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PJ,Yes,51.358402,-0.347272,515172,163444,TQ151634,"Claygate","Claygate",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PL,Yes,51.356971,-0.346591,515223,163286,TQ152632,"Claygate","Claygate",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PN,Yes,51.355797,-0.343631,515432,163160,TQ154631,"Claygate","Claygate",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0PP,Yes,51.354739,-0.343885,515417,163042,TQ154630,"Claygate","Claygate",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0PQ,Yes,51.358283,-0.347779,515137,163430,TQ151634,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PR,Yes,51.360178,-0.347026,515185,163642,TQ151636,"Claygate","Claygate",1986-07-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PS,Yes,51.355803,-0.347882,515136,163154,TQ151631,"Claygate","Claygate",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0PW,Yes,51.355351,-0.343891,515415,163110,TQ154631,"Claygate","Claygate",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0PX,Yes,51.355201,-0.346022,515267,163090,TQ152630,"Claygate","Claygate",2001-06-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030299,"Elmbridge 015D"
KT10 0PY,Yes,51.372415,-0.339856,515653,165014,TQ156650,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,23,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0PZ,No,51.361154,-0.347963,515117,163749,TQ151637,"Claygate","Claygate",2000-06-01,2007-07-01,30,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QA,Yes,51.370717,-0.341829,515520,164822,TQ155648,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,28,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QB,Yes,51.368859,-0.344611,515331,164611,TQ153646,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,22,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QD,Yes,51.373029,-0.341903,515509,165079,TQ155650,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QE,Yes,51.365174,-0.346683,515196,164198,TQ151641,"Claygate","Claygate",1980-01-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QF,Yes,51.365775,-0.347222,515157,164264,TQ151642,"Claygate","Claygate",1980-01-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QG,Yes,51.366385,-0.347142,515161,164332,TQ151643,"Claygate","Claygate",1980-01-01,,25,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QH,Yes,51.372205,-0.34212,515496,164987,TQ154649,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QJ,Yes,51.370815,-0.344311,515347,164829,TQ153648,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QL,Yes,51.372346,-0.340769,515590,165005,TQ155650,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QN,No,51.371401,-0.340654,515600,164900,TQ156648,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,1982-12-01,29,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030321,"Elmbridge 009C"
KT10 0QQ,Yes,51.370232,-0.343829,515382,164765,TQ153647,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030321,"Elmbridge 009C"
KT10 0QR,Yes,51.361653,-0.347734,515132,163805,TQ151638,"Claygate","Claygate",2007-10-01,,28,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QS,Yes,51.362194,-0.347787,515127,163865,TQ151638,"Claygate","Claygate",1997-12-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QT,Yes,51.363174,-0.347732,515128,163974,TQ151639,"Claygate","Claygate",1980-01-01,,23,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QU,Yes,51.362062,-0.347269,515163,163851,TQ151638,"Claygate","Claygate",1980-01-01,,27,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QW,No,51.367847,-0.343656,515400,164500,TQ154645,"Hinchley Wood and Weston Green","Elmbridge, unparished area",1985-04-01,1986-12-01,27,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030321,"Elmbridge 009C"
KT10 0QX,Yes,51.361862,-0.346486,515218,163830,TQ152638,"Claygate","Claygate",1980-01-01,,27,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QY,Yes,51.360765,-0.345339,515301,163710,TQ153637,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0QZ,No,51.361077,-0.345667,515277,163744,TQ152637,"Claygate","Claygate",1980-01-01,2001-04-01,29,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RA,Yes,51.360193,-0.342912,515471,163650,TQ154636,"Claygate","Claygate",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RB,Yes,51.360622,-0.346005,515255,163693,TQ152636,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RD,Yes,51.360004,-0.341655,515559,163631,TQ155636,"Claygate","Claygate",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RE,Yes,51.36099,-0.340801,515616,163742,TQ156637,"Claygate","Claygate",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RF,Yes,51.361085,-0.343053,515459,163749,TQ154637,"Claygate","Claygate",1980-01-01,,29,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
KT10 0RG,Yes,51.362201,-0.342467,515497,163874,TQ154638,"Claygate","Claygate",1980-01-01,,27,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030297,"Elmbridge 015B"
